id,date,store_nbr,family,onpromotion,city,state,type,cluster,dcoilwtico,transactions,holiday_type
3008045,736561,1,29.0,0,18.0,12.0,3.0,13,47.39,0.0,1.0
3008046,736561,1,30.0,5,18.0,12.0,3.0,13,47.39,0.0,1.0
3008047,736561,1,31.0,0,18.0,12.0,3.0,13,47.39,0.0,1.0
3008048,736561,1,32.0,0,18.0,12.0,3.0,13,47.39,0.0,1.0
3009798,736562,1,0.0,0,18.0,12.0,3.0,13,47.39,0.0,1.0
3009799,736562,1,1.0,0,18.0,12.0,3.0,13,47.39,0.0,1.0
3009800,736562,1,2.0,1,18.0,12.0,3.0,13,47.39,0.0,1.0
3009801,736562,1,3.0,14,18.0,12.0,3.0,13,47.39,0.0,1.0
3009802,736562,1,4.0,0,18.0,12.0,3.0,13,47.39,0.0,1.0
3009803,736562,1,5.0,10,18.0,12.0,3.0,13,47.39,0.0,1.0
3009804,736562,1,6.0,0,18.0,12.0,3.0,13,47.39,0.0,1.0
3009805,736562,1,7.0,9,18.0,12.0,3.0,13,47.39,0.0,1.0
3009806,736562,1,8.0,20,18.0,12.0,3.0,13,47.39,0.0,1.0
3009807,736562,1,9.0,7,18.0,12.0,3.0,13,47.39,0.0,1.0
3009808,736562,1,10.0,0,18.0,12.0,3.0,13,47.39,0.0,1.0
3009809,736562,1,11.0,0,18.0,12.0,3.0,13,47.39,0.0,1.0
3009810,736562,1,12.0,26,18.0,12.0,3.0,13,47.39,0.0,1.0
3009811,736562,1,13.0,0,18.0,12.0,3.0,13,47.39,0.0,1.0
3009812,736562,1,14.0,0,18.0,12.0,3.0,13,47.39,0.0,1.0
3009813,736562,1,15.0,0,18.0,12.0,3.0,13,47.39,0.0,1.0
3009814,736562,1,16.0,3,18.0,12.0,3.0,13,47.39,0.0,1.0
3009815,736562,1,17.0,0,18.0,12.0,3.0,13,47.39,0.0,1.0
3009816,736562,1,18.0,8,18.0,12.0,3.0,13,47.39,0.0,1.0
3009817,736562,1,19.0,0,18.0,12.0,3.0,13,47.39,0.0,1.0
3009818,736562,1,20.0,0,18.0,12.0,3.0,13,47.39,0.0,1.0
3009819,736562,1,21.0,0,18.0,12.0,3.0,13,47.39,0.0,1.0
3009820,736562,1,22.0,5,18.0,12.0,3.0,13,47.39,0.0,1.0
3009821,736562,1,23.0,0,18.0,12.0,3.0,13,47.39,0.0,1.0
3009822,736562,1,24.0,0,18.0,12.0,3.0,13,47.39,0.0,1.0
3009823,736562,1,25.0,11,18.0,12.0,3.0,13,47.39,0.0,1.0
3009824,736562,1,26.0,0,18.0,12.0,3.0,13,47.39,0.0,1.0
3009825,736562,1,27.0,1,18.0,12.0,3.0,13,47.39,0.0,1.0
3009826,736562,1,28.0,0,18.0,12.0,3.0,13,47.39,0.0,1.0
3009827,736562,1,29.0,0,18.0,12.0,3.0,13,47.39,0.0,1.0
3009828,736562,1,30.0,3,18.0,12.0,3.0,13,47.39,0.0,1.0
3009829,736562,1,31.0,0,18.0,12.0,3.0,13,47.39,0.0,1.0
3009830,736562,1,32.0,0,18.0,12.0,3.0,13,47.39,0.0,1.0
3011580,736563,1,0.0,0,18.0,12.0,3.0,13,47.65,0.0,1.0
3011581,736563,1,1.0,0,18.0,12.0,3.0,13,47.65,0.0,1.0
3011582,736563,1,2.0,0,18.0,12.0,3.0,13,47.65,0.0,1.0
3011583,736563,1,3.0,9,18.0,12.0,3.0,13,47.65,0.0,1.0
3011584,736563,1,4.0,0,18.0,12.0,3.0,13,47.65,0.0,1.0
3011585,736563,1,5.0,6,18.0,12.0,3.0,13,47.65,0.0,1.0
3011586,736563,1,6.0,0,18.0,12.0,3.0,13,47.65,0.0,1.0
3011587,736563,1,7.0,10,18.0,12.0,3.0,13,47.65,0.0,1.0
3011588,736563,1,8.0,18,18.0,12.0,3.0,13,47.65,0.0,1.0
3011589,736563,1,9.0,7,18.0,12.0,3.0,13,47.65,0.0,1.0
3011590,736563,1,10.0,0,18.0,12.0,3.0,13,47.65,0.0,1.0
3011591,736563,1,11.0,0,18.0,12.0,3.0,13,47.65,0.0,1.0
3011592,736563,1,12.0,27,18.0,12.0,3.0,13,47.65,0.0,1.0
3011593,736563,1,13.0,0,18.0,12.0,3.0,13,47.65,0.0,1.0
3011594,736563,1,14.0,0,18.0,12.0,3.0,13,47.65,0.0,1.0
3011595,736563,1,15.0,0,18.0,12.0,3.0,13,47.65,0.0,1.0
3011596,736563,1,16.0,2,18.0,12.0,3.0,13,47.65,0.0,1.0
3011597,736563,1,17.0,0,18.0,12.0,3.0,13,47.65,0.0,1.0
3011598,736563,1,18.0,7,18.0,12.0,3.0,13,47.65,0.0,1.0
3011599,736563,1,19.0,0,18.0,12.0,3.0,13,47.65,0.0,1.0
3011600,736563,1,20.0,0,18.0,12.0,3.0,13,47.65,0.0,1.0
3011601,736563,1,21.0,0,18.0,12.0,3.0,13,47.65,0.0,1.0
3011602,736563,1,22.0,2,18.0,12.0,3.0,13,47.65,0.0,1.0
3011603,736563,1,23.0,0,18.0,12.0,3.0,13,47.65,0.0,1.0
3011604,736563,1,24.0,0,18.0,12.0,3.0,13,47.65,0.0,1.0
3011605,736563,1,25.0,9,18.0,12.0,3.0,13,47.65,0.0,1.0
3011606,736563,1,26.0,0,18.0,12.0,3.0,13,47.65,0.0,1.0
3011607,736563,1,27.0,2,18.0,12.0,3.0,13,47.65,0.0,1.0
3011608,736563,1,28.0,1,18.0,12.0,3.0,13,47.65,0.0,1.0
3011609,736563,1,29.0,0,18.0,12.0,3.0,13,47.65,0.0,1.0
3011610,736563,1,30.0,3,18.0,12.0,3.0,13,47.65,0.0,1.0
3011611,736563,1,31.0,0,18.0,12.0,3.0,13,47.65,0.0,1.0
3011612,736563,1,32.0,0,18.0,12.0,3.0,13,47.65,0.0,1.0
3013362,736564,1,0.0,0,18.0,12.0,3.0,13,48.45,0.0,1.0
3013363,736564,1,1.0,0,18.0,12.0,3.0,13,48.45,0.0,1.0
3013364,736564,1,2.0,1,18.0,12.0,3.0,13,48.45,0.0,1.0
3013365,736564,1,3.0,27,18.0,12.0,3.0,13,48.45,0.0,1.0
3013366,736564,1,4.0,0,18.0,12.0,3.0,13,48.45,0.0,1.0
3013367,736564,1,5.0,14,18.0,12.0,3.0,13,48.45,0.0,1.0
3013368,736564,1,6.0,0,18.0,12.0,3.0,13,48.45,0.0,1.0
3013369,736564,1,7.0,11,18.0,12.0,3.0,13,48.45,0.0,1.0
3013370,736564,1,8.0,22,18.0,12.0,3.0,13,48.45,0.0,1.0
3013371,736564,1,9.0,11,18.0,12.0,3.0,13,48.45,0.0,1.0
3013372,736564,1,10.0,0,18.0,12.0,3.0,13,48.45,0.0,1.0
3013373,736564,1,11.0,0,18.0,12.0,3.0,13,48.45,0.0,1.0
3013374,736564,1,12.0,41,18.0,12.0,3.0,13,48.45,0.0,1.0
3013375,736564,1,13.0,0,18.0,12.0,3.0,13,48.45,0.0,1.0
3013376,736564,1,14.0,0,18.0,12.0,3.0,13,48.45,0.0,1.0
3013377,736564,1,15.0,0,18.0,12.0,3.0,13,48.45,0.0,1.0
3013378,736564,1,16.0,2,18.0,12.0,3.0,13,48.45,0.0,1.0
3013379,736564,1,17.0,0,18.0,12.0,3.0,13,48.45,0.0,1.0
3013380,736564,1,18.0,5,18.0,12.0,3.0,13,48.45,0.0,1.0
3013381,736564,1,19.0,0,18.0,12.0,3.0,13,48.45,0.0,1.0
3013382,736564,1,20.0,5,18.0,12.0,3.0,13,48.45,0.0,1.0
3013383,736564,1,21.0,0,18.0,12.0,3.0,13,48.45,0.0,1.0
3013384,736564,1,22.0,6,18.0,12.0,3.0,13,48.45,0.0,1.0
3013385,736564,1,23.0,0,18.0,12.0,3.0,13,48.45,0.0,1.0
3013386,736564,1,24.0,0,18.0,12.0,3.0,13,48.45,0.0,1.0
3013387,736564,1,25.0,8,18.0,12.0,3.0,13,48.45,0.0,1.0
3013388,736564,1,26.0,0,18.0,12.0,3.0,13,48.45,0.0,1.0
3013389,736564,1,27.0,0,18.0,12.0,3.0,13,48.45,0.0,1.0
3013390,736564,1,28.0,0,18.0,12.0,3.0,13,48.45,0.0,1.0
3013391,736564,1,29.0,0,18.0,12.0,3.0,13,48.45,0.0,1.0
3013392,736564,1,30.0,211,18.0,12.0,3.0,13,48.45,0.0,1.0
3013393,736564,1,31.0,0,18.0,12.0,3.0,13,48.45,0.0,1.0
3013394,736564,1,32.0,0,18.0,12.0,3.0,13,48.45,0.0,1.0
3015144,736565,1,0.0,0,18.0,12.0,3.0,13,47.24,0.0,1.0
3015145,736565,1,1.0,0,18.0,12.0,3.0,13,47.24,0.0,1.0
3015146,736565,1,2.0,0,18.0,12.0,3.0,13,47.24,0.0,1.0
3015147,736565,1,3.0,26,18.0,12.0,3.0,13,47.24,0.0,1.0
3015148,736565,1,4.0,0,18.0,12.0,3.0,13,47.24,0.0,1.0
3015149,736565,1,5.0,1,18.0,12.0,3.0,13,47.24,0.0,1.0
3015150,736565,1,6.0,0,18.0,12.0,3.0,13,47.24,0.0,1.0
3015151,736565,1,7.0,12,18.0,12.0,3.0,13,47.24,0.0,1.0
3015152,736565,1,8.0,13,18.0,12.0,3.0,13,47.24,0.0,1.0
3015153,736565,1,9.0,11,18.0,12.0,3.0,13,47.24,0.0,1.0
3015154,736565,1,10.0,0,18.0,12.0,3.0,13,47.24,0.0,1.0
3015155,736565,1,11.0,0,18.0,12.0,3.0,13,47.24,0.0,1.0
3015156,736565,1,12.0,44,18.0,12.0,3.0,13,47.24,0.0,1.0
3015157,736565,1,13.0,0,18.0,12.0,3.0,13,47.24,0.0,1.0
3015158,736565,1,14.0,0,18.0,12.0,3.0,13,47.24,0.0,1.0
3015159,736565,1,15.0,1,18.0,12.0,3.0,13,47.24,0.0,1.0
3015160,736565,1,16.0,2,18.0,12.0,3.0,13,47.24,0.0,1.0
3015161,736565,1,17.0,0,18.0,12.0,3.0,13,47.24,0.0,1.0
3015162,736565,1,18.0,6,18.0,12.0,3.0,13,47.24,0.0,1.0
3015163,736565,1,19.0,0,18.0,12.0,3.0,13,47.24,0.0,1.0
3015164,736565,1,20.0,0,18.0,12.0,3.0,13,47.24,0.0,1.0
3015165,736565,1,21.0,0,18.0,12.0,3.0,13,47.24,0.0,1.0
3015166,736565,1,22.0,3,18.0,12.0,3.0,13,47.24,0.0,1.0
3015167,736565,1,23.0,0,18.0,12.0,3.0,13,47.24,0.0,1.0
3015168,736565,1,24.0,0,18.0,12.0,3.0,13,47.24,0.0,1.0
3015169,736565,1,25.0,7,18.0,12.0,3.0,13,47.24,0.0,1.0
3015170,736565,1,26.0,0,18.0,12.0,3.0,13,47.24,0.0,1.0
3015171,736565,1,27.0,0,18.0,12.0,3.0,13,47.24,0.0,1.0
3015172,736565,1,28.0,0,18.0,12.0,3.0,13,47.24,0.0,1.0
3015173,736565,1,29.0,0,18.0,12.0,3.0,13,47.24,0.0,1.0
3015174,736565,1,30.0,3,18.0,12.0,3.0,13,47.24,0.0,1.0
3015175,736565,1,31.0,0,18.0,12.0,3.0,13,47.24,0.0,1.0
3015176,736565,1,32.0,1,18.0,12.0,3.0,13,47.24,0.0,1.0
3016926,736566,1,0.0,0,18.0,12.0,3.0,13,47.65,0.0,1.0
3016927,736566,1,1.0,0,18.0,12.0,3.0,13,47.65,0.0,1.0
3016928,736566,1,2.0,0,18.0,12.0,3.0,13,47.65,0.0,1.0
3016929,736566,1,3.0,32,18.0,12.0,3.0,13,47.65,0.0,1.0
3016930,736566,1,4.0,0,18.0,12.0,3.0,13,47.65,0.0,1.0
3016931,736566,1,5.0,2,18.0,12.0,3.0,13,47.65,0.0,1.0
3016932,736566,1,6.0,0,18.0,12.0,3.0,13,47.65,0.0,1.0
3016933,736566,1,7.0,8,18.0,12.0,3.0,13,47.65,0.0,1.0
3016934,736566,1,8.0,12,18.0,12.0,3.0,13,47.65,0.0,1.0
3016935,736566,1,9.0,52,18.0,12.0,3.0,13,47.65,0.0,1.0
3016936,736566,1,10.0,26,18.0,12.0,3.0,13,47.65,0.0,1.0
3016937,736566,1,11.0,1,18.0,12.0,3.0,13,47.65,0.0,1.0
3016938,736566,1,12.0,50,18.0,12.0,3.0,13,47.65,0.0,1.0
3016939,736566,1,13.0,0,18.0,12.0,3.0,13,47.65,0.0,1.0
3016940,736566,1,14.0,0,18.0,12.0,3.0,13,47.65,0.0,1.0
3016941,736566,1,15.0,0,18.0,12.0,3.0,13,47.65,0.0,1.0
3016942,736566,1,16.0,3,18.0,12.0,3.0,13,47.65,0.0,1.0
3016943,736566,1,17.0,0,18.0,12.0,3.0,13,47.65,0.0,1.0
3016944,736566,1,18.0,6,18.0,12.0,3.0,13,47.65,0.0,1.0
3016945,736566,1,19.0,0,18.0,12.0,3.0,13,47.65,0.0,1.0
3016946,736566,1,20.0,0,18.0,12.0,3.0,13,47.65,0.0,1.0
3016947,736566,1,21.0,0,18.0,12.0,3.0,13,47.65,0.0,1.0
3016948,736566,1,22.0,4,18.0,12.0,3.0,13,47.65,0.0,1.0
3016949,736566,1,23.0,0,18.0,12.0,3.0,13,47.65,0.0,1.0
3016950,736566,1,24.0,49,18.0,12.0,3.0,13,47.65,0.0,1.0
3016951,736566,1,25.0,7,18.0,12.0,3.0,13,47.65,0.0,1.0
3016952,736566,1,26.0,0,18.0,12.0,3.0,13,47.65,0.0,1.0
3016953,736566,1,27.0,0,18.0,12.0,3.0,13,47.65,0.0,1.0
3016954,736566,1,28.0,36,18.0,12.0,3.0,13,47.65,0.0,1.0
3016955,736566,1,29.0,0,18.0,12.0,3.0,13,47.65,0.0,1.0
3016956,736566,1,30.0,1,18.0,12.0,3.0,13,47.65,0.0,1.0
3016957,736566,1,31.0,0,18.0,12.0,3.0,13,47.65,0.0,1.0
3016958,736566,1,32.0,5,18.0,12.0,3.0,13,47.65,0.0,1.0
3018708,736567,1,0.0,0,18.0,12.0,3.0,13,46.4,0.0,1.0
3018709,736567,1,1.0,0,18.0,12.0,3.0,13,46.4,0.0,1.0
3018710,736567,1,2.0,1,18.0,12.0,3.0,13,46.4,0.0,1.0
3018711,736567,1,3.0,32,18.0,12.0,3.0,13,46.4,0.0,1.0
3018712,736567,1,4.0,0,18.0,12.0,3.0,13,46.4,0.0,1.0
3018713,736567,1,5.0,3,18.0,12.0,3.0,13,46.4,0.0,1.0
3018714,736567,1,6.0,0,18.0,12.0,3.0,13,46.4,0.0,1.0
3018715,736567,1,7.0,10,18.0,12.0,3.0,13,46.4,0.0,1.0
3018716,736567,1,8.0,12,18.0,12.0,3.0,13,46.4,0.0,1.0
